session_id,user_id,duration,tree,hour,day_of_week,task,task_word_count,task_char_count,completed_review,task_cluster,tree_encoded
6a34ba24c090b5028ae1af28,1382116841,60,mock orange,3,4,lunch,1,5,0,0,69
6a34cae5c090b5028ae1af30,1967730149,60,white calla lily,4,4,نفس المهام الاولى,3,17,1,0,107
6a34f74dc090b5028ae1af4d,1382116841,60,allium,8,4,Px consult,2,10,1,0,3
6a34f74dc090b5028ae1af4d,1967730149,60,allium,8,4,الورقة الثانية,2,14,0,0,3
6a3518cac090b5028ae1af72,1382116841,60,staghorn fern,10,4,"Half bath, dress up, cook",5,25,1,0,94
6a352016c090b5028ae1af7b,5798447456,60,dancing lady orchid,10,4,"L6 test 7 
L6 test 8",6,20,1,0,37
6a352168c090b5028ae1af7d,7178962959,60,juliet,11,4,End دوائر التيار المتردد,4,24,1,0,56
6a3528d2c090b5028ae1af88,1967730149,60,staghorn fern,11,4,اكمل الصفحة الثانية,3,19,0,0,94
6a3528d2c090b5028ae1af88,1382116841,60,staghorn fern,11,4,Dinner,1,6,1,0,94
6a352b17c090b5028ae1af8d,1453605769,120,رويال بوانسيانا,11,4,"Writing 200-500 words
Back to the Memoirs",7,41,1,0,141
6a353455c090b5028ae1af98,5766092870,60,flaming katy,12,4,Procrastination,1,15,1,0,43
6a3539fdc090b5028ae1afa1,1967730149,60,ice crystal bloom,12,4,نفس الشي,2,8,0,0,51
6a3539fdc090b5028ae1afa1,1382116841,60,ice crystal bloom,12,4,Rest,1,4,1,0,51
6a353c4fc090b5028ae1afa6,7441793409,90,شجرة اليونيكورن,12,4,Lec2,1,4,1,0,169
6a354bcec090b5028ae1afc0,5599377712,60,golden prosperity bowl,14,4,HF,1,2,0,0,47
6a354d9ac090b5028ae1afc2,758226588,60,mock orange,14,4,Finish my presentation slides,4,29,1,0,69
6a354f02c090b5028ae1afc5,1967730149,60,ماكارون القهوة,14,4,مره ثانية يارب نخلص,4,19,0,0,192
6a35554ec090b5028ae1afcd,1967730149,60,dancing lady orchid,14,4,نفس الصفحة بنت الكلب,4,20,0,0,37
6a356a5ec090b5028ae1afec,7441793409,90,شجرة اليونيكورن,16,4,Lec3🦔,1,5,1,0,169
6a357045c090b5028ae1aff4,878534269,100,red spider lily,16,4,اخلص شابتر ١٧&١٨,3,16,0,0,87
6a35779dc090b5028ae1affa,1453605769,60,المتوهجه كاتى,17,4,Read 30-50 pages,3,16,1,1,125
6a35964dc090b5028ae1b021,8771312128,60,جاكاراندا,19,4,نماذج الذره,2,11,0,0,130
6a3599fdc090b5028ae1b029,7441793409,90,شجرة اليونيكورن,19,4,Lec4,1,4,1,0,169
6a35a62bc090b5028ae1b03b,5959895558,100,wishing tree,20,4,Ghghgg,1,6,0,0,111
6a35b663c090b5028ae1b04a,1143241839,60,dahlia,21,4,Study,1,5,0,2,36
6a35baadc090b5028ae1b04d,8771312128,90,جاكاراندا,21,4,التيار متردد,2,12,0,0,130
6a35c15ec090b5028ae1b055,7617039947,50,كب كيك الليمون,22,4,"قسم
قسم
 قسم",3,12,1,0,184
6a35d5ecc090b5028ae1b066,1807879218,90,mock orange,23,4,"مراجعة الشابترز 
1
2
3
4
5
6
7
8",10,32,0,0,69
6a361fbec090b5028ae1b08f,1136431025,60,ماكارون التوت الأزرق,5,5,خمس اقسام لفظي,3,14,1,0,191
6a362874c090b5028ae1b096,1967730149,60,cuckoo clock,5,5,الصفحة الثانية وجزء من الثالثة,5,30,0,0,34
6a362fb4c090b5028ae1b09e,1136431025,120,حارس الكوكب,6,5,10 اقسام لفظي,3,13,1,0,137
6a365541c090b5028ae1b0cb,1136431025,60,سيدة الأوركيد الراقصة,8,5,8اقسام لفظي,2,11,1,0,158
6a366082c090b5028ae1b0d8,7741746113,60,شجرة القمر,9,5,العاب,1,5,0,0,163
6a36653ac090b5028ae1b0e5,1136431025,60,سيدة الأوركيد الراقصة,10,5,اقسام الى ٩٥ لفظي,4,17,1,0,158
6a366ec4c090b5028ae1b0f0,1967730149,60,cloud moon tree,10,5,اخلص مراجعة وأكمل دراسة,4,23,0,0,28
6a367818c090b5028ae1b101,7178962959,90,زهرة البرقوق,11,5,End نمادج الذرة و الكم,5,22,1,0,146
6a367bd2c090b5028ae1b105,7441793409,30,جنكو,11,5,have lunch,2,10,1,0,131
6a368071c090b5028ae1b10b,1967730149,60,twilight guardian,11,5,اكمل زقق,2,8,1,0,102
6a368099c090b5028ae1b10c,853031273,60,twilight guardian,11,5,Study one arabic grammar rule,5,29,1,0,102
6a3687e2c090b5028ae1b11c,1453605769,120,أزاليا,12,5,"Writing 200-500 words
With a  Reza's voice",7,42,1,0,113
6a368ceac090b5028ae1b125,7441793409,90,جنكو,12,5,Concept model,2,13,1,0,131
6a368d00c090b5028ae1b126,972219470,50,dancing lady orchid,12,5,I'd like to finish gangli telencefalici,6,39,1,0,37
6a369665c090b5028ae1b138,1967730149,120,dancing lady orchid,13,5,اخلص التعاريف كلها,3,18,0,0,37
6a36b55cc090b5028ae1b16b,5745418331,90,carnation,15,5,"اخلص اختبار اول قاعدة الازمنه
بعدها مقطع قاعدة ثانية فيها قاعدتين",11,65,0,0,20
6a36ba22c090b5028ae1b171,1453605769,30,زهرة الأوركيد,16,5,Read 15-20 pages,3,16,1,1,145
6a36c536c090b5028ae1b182,1967730149,60,purple oak tree,16,5,خراااا عليا,2,11,0,0,83
6a36d370c090b5028ae1b1a0,1967730149,60,citrus macaron,17,5,خرا عليا مرتين,3,14,0,0,27
6a36e038c090b5028ae1b1ae,7441793409,150,شجرة بلوط صفراء,18,5,Concept model + first floor plan,6,32,1,0,172
6a36e3d2c090b5028ae1b1b0,8857043559,60,coffee macaron,19,5,Study,1,5,1,2,30
6a36f44ec090b5028ae1b1c5,1967730149,60,12th anniversary cake tree,20,5,🖕🏻🖕🏻,1,4,0,0,1
6a36f8d0c090b5028ae1b1cf,7741746113,60,شجرة القمر,20,5,بث مباشر دين,3,12,1,0,163
6a370669c090b5028ae1b1dd,758226588,60,azalea,21,5,Finish 25may voice recorder,4,27,0,0,6
6a370911c090b5028ae1b1e2,7441793409,60,الذكرى السنوية الثامنة لشجرة الكيك,21,5,Concept model + first floor plan,6,32,1,0,120
6a370a04c090b5028ae1b1e3,1967730149,180,red silk cotton,21,5,🖕🏻🖕🏻🖕🏻,1,6,0,0,86
6a372ad6c090b5028ae1b1f5,7441793409,60,شجرة كعكة القمر,0,6,Lec4,1,4,1,0,173
6a378e37c090b5028ae1b22e,853031273,10,celestial tree,7,6,Arranging study sessions for today,5,34,0,2,22
6a3793c4c090b5028ae1b235,853031273,10,celestial tree,7,6,Arrange studying sessions for today,5,35,1,0,22
6a37b464c090b5028ae1b253,5915578011,60,jacaranda fairy,9,6,"صلاه 
مراجعه ١٠ اعراف 
حفظ ٤ توبه",7,33,1,0,55
6a37d881c090b5028ae1b27f,5745418331,90,winter starlight,12,6,"اشوف مقطعين ستيب
مع الاختبارات",5,30,0,0,109
6a37e931c090b5028ae1b29a,1453605769,90,زهرة البرقوق,13,6,"Read 30-50 pages
Weighting Long message",6,39,0,1,146
6a3833b1c090b5028ae1b2fd,6283120198,60,شجرة الظلام,18,6,الخص ١ فيزياء,3,13,0,0,161
6a3834a3c090b5028ae1b301,1453605769,60,زهرة الأوركيد,18,6,Writing 200-500 words,3,21,1,0,145
6a389281c090b5028ae1b36f,8859240337,60,iris,1,0,Titziu,1,6,0,0,53
6a3895f5c090b5028ae1b373,6961131393,95,royal poinciana,1,0,L1 home care,3,12,1,0,89
6a38be85c090b5028ae1b38b,1220630298,90,شجرة يوم الأرض,4,0,انات,1,4,0,0,174
6a38d55cc090b5028ae1b399,1960683120,90,maple,6,0,"Gonna study
2 banks 
30قسم",5,26,1,2,67
6a392a3ac090b5028ae1b3fb,5915578011,90,golden wings,12,0,"صلاة 
مراجعة  ١٠ اعراف 
٣ نهايه الانفال 
حفظ ٤ توبه
مراجعة التوبه",12,65,1,0,49
6a392db2c090b5028ae1b400,484054927,60,جيرانيومس,12,0,ارسم,1,4,0,0,135
6a393b21c090b5028ae1b415,1453605769,90,زهرة كالا ليلي,13,0,Writing 200-500 words,3,21,0,0,155
6a39542ec090b5028ae1b43e,5915578011,90,dandelion,15,0,"حفظ ٤ توبه 
رياضه 
Shower",5,25,0,0,38
6a39544dc090b5028ae1b43f,1967730149,50,earth day tree,15,0,اخلص fmf 11,3,11,1,0,40
6a396199c090b5028ae1b44d,1967730149,50,lantern flower,16,0,Grammar 12,2,10,1,0,59
6a397016c090b5028ae1b469,1967730149,50,iris,17,0,اكمل grammar 12 وابدا fmf 12,6,28,0,0,53
6a3992bec090b5028ae1b486,600180816,50,luminie,19,0,Study for exam,3,14,0,2,66
6a39b2e2c090b5028ae1b49e,1967730149,60,هياسينز,22,0,Fmaf12,1,6,1,0,194
6a39be7bc090b5028ae1b4a0,5745418331,90,winter starlight,23,0,اشوف مقطعين ستيب,3,16,0,0,109
6a39be7bc090b5028ae1b4a0,6120517910,90,winter starlight,23,0,60min?,1,6,0,0,109
6a39be7bc090b5028ae1b4a0,8541976237,90,winter starlight,23,0,مذاكره ١٥٠ سؤال ستيب,4,20,0,0,109
6a39c93ec090b5028ae1b4ab,1967730149,90,flaming katy,23,0,"G10, FMAF 10 وابدا فوكاب",5,24,1,0,43
6a39ca5bc090b5028ae1b4ac,5401336083,90,mock orange,23,0,تناظر ٣,2,7,0,0,69
6a39d651c090b5028ae1b4b0,1967730149,90,strawberry chiffon cake,0,1,اكمل فوكاب وابدا مراجعة الملف,5,29,1,0,95
6a39ed8ac090b5028ae1b4b8,1967730149,70,lavender,2,1,التعبير والمراجعة بإذن الله,4,27,1,0,60
6a3a0aa1c090b5028ae1b4c2,8434155339,120,white rose,4,1,"1) physical chemistry notes
2) PC and physics revision 
3) basic maths revision (as much as I can)",18,98,1,0,108
6a3a2c23c090b5028ae1b4d5,8434155339,60,pink oak tree,6,1,"1) PC notes 
3) basic maths",6,27,0,0,78
6a3a7884c090b5028ae1b516,7178962959,120,كوزموس,12,1,End ثلاث ارباع بنك الاحياء,5,26,1,0,185
6a3a7a89c090b5028ae1b51b,1967730149,60,flaming katy,12,1,اخلص مع رسيل واراجع على اختبار علوم الأرض وبعدها انامم,10,54,1,0,43
6a3a8c61c090b5028ae1b52f,1967730149,90,dancing lady orchid,13,1,اراجع علوم الأرض والفضاء,4,24,1,0,37
6a3ab5bac090b5028ae1b561,7441793409,90,rainbow eucalyptus,16,1,Read lec1&2,2,11,1,1,85
6a3adaaac090b5028ae1b57d,1453605769,120,سنابدراجون,19,1,"Writing 200-500 words
Read 30-50 pages",6,38,1,1,157
6a3afe57c090b5028ae1b5a2,7178962959,90,رويال بوانسيانا,21,1,Finish the bank of Biology,5,26,0,0,141
6a3b2333c090b5028ae1b5bf,5060286862,60,planet guardian,0,2,Maths mains,2,11,1,0,80
6a3b6cafc090b5028ae1b5de,5060286862,180,moon tree,5,2,Mock,1,4,1,0,71
6a3bcda1c090b5028ae1b620,5915578011,30,pink oak tree,12,2,"سوره التوبه مراجعه
حفظ ٤ اوجه 
مراجعه الانفال",8,45,1,0,78
6a3bd3b4c090b5028ae1b627,7441793409,180,الشجرة النجمية,12,2,"Bco1 :
Lec1
Lec2
Lec3",5,21,0,0,123
6a3be568c090b5028ae1b639,1453605769,90,سيدة الأوركيد الراقصة,14,2,"Writing 200-500 words
The Scene of the Visit",8,44,1,0,158
6a3bfc56c090b5028ae1b64f,1453605769,90,شجيرة الثلج,15,2,Read 30-50 pages,3,16,0,1,176
6a3bff6dc090b5028ae1b654,5599377712,120,calendula,16,2,vascular,1,8,0,0,16
6a3c1505c090b5028ae1b669,7480460836,90,lavender,17,2,"اخلص ال3 الدروس الاولى الأساس التاسيس 


مع التجميعات إذا قدرت",10,62,1,0,60
6a3c814ac090b5028ae1b6b8,5798447456,120,purple oak tree,1,3,مالك دخل,2,8,0,0,83
6a3cc5bdc090b5028ae1b6d9,1136431025,60,زهرة الأوركيد,6,3,تصحيح اخطاء لفظي,3,16,1,0,145
6a3cd687c090b5028ae1b6e1,1136431025,60,زهرة الأوركيد,7,3,"تصحيح اخطاء لفظي
تصحيح اخطاء الكمي",6,34,1,0,145
6a3cdc13c090b5028ae1b6e5,8008003238,180,sunflower,7,3,Physiology,1,10,0,0,98
6a3cf644c090b5028ae1b703,7798143772,60,الياسمين البرتقالي,9,3,القسم ١-٣٠,2,10,1,0,127
6a3d0807c090b5028ae1b716,1136431025,60,الياسمين البرتقالي,10,3,10 اقسام لفظي,3,13,0,0,127
6a3d41ddc090b5028ae1b758,7798143772,60,شجرة الكابوك الحمراء,14,3,عشرة أقسام ايهاب,3,16,1,0,165
6a3d75f1c090b5028ae1b781,7441793409,50,زهرة كالا ليلي,18,3,Lec1,1,4,0,0,155
6a3e7b4fc090b5028ae1b80c,7591833321,120,rafflesia,13,4,"مراجعه البنوك من ١ إلى ٩ الاخطاء 
مراجعه اخطاء الاقسام 
مراجعه اخطاء الأكثر تكرار",14,81,1,0,84
6a3e7b4fc090b5028ae1b80c,7543881826,120,rafflesia,13,4,بنك كمي,2,7,0,0,84
6a3e7b4fc090b5028ae1b80c,7483639328,120,rafflesia,13,4,"بنك كمي
وخمس اقسام لفظي",5,23,0,0,84
6a3e7b4fc090b5028ae1b80c,8503282345,120,rafflesia,13,4,مراجعه اخطاء ١٥ بنك,4,19,0,0,84
6a3e7dfcc090b5028ae1b80e,7813765028,90,روح الماء,13,4,مراجعة اغلاط اللفظي,3,19,0,0,140
6a3e7dfcc090b5028ae1b80e,1508998271,90,روح الماء,13,4,بالجوله الاولى المهام هي  اخلص بنك ٢٤ كمي واراجع اغلاطه  واذا في وقت خلصت خمسه اقسام من اللفظي,18,94,0,0,140
6a3e82e8c090b5028ae1b813,5394545955,90,روح الماء,13,4,"اخلص مراجعه الثمان قواعد 
اختبار ٦ ٧ ٨",8,38,0,0,140
6a3e84e2c090b5028ae1b816,1627496588,90,dahlia,13,4,Ch2,1,3,1,0,36
6a3e9a50c090b5028ae1b82c,7591833321,90,بطيخ,15,4,مراجعه الاقسام اللفظي,3,21,0,0,128
6a3e9a50c090b5028ae1b82c,682501422,90,بطيخ,15,4,"مراجعه 20 قسم لفظي
مراجعه ملف قوانين",7,36,0,0,128
6a3eb770c090b5028ae1b851,682501422,90,ماشروم,17,4,تكمله مراجعه ملف القوانين,4,25,0,0,189
6a3ecaccc090b5028ae1b863,7412295868,90,cherry blossom,18,4,180 min,2,7,0,0,23
6a3ecaccc090b5028ae1b863,977386499,90,cherry blossom,18,4,Study,1,5,0,2,23
6a3f15e0c090b5028ae1b88b,7178962959,120,جاكاراندا,0,5,End التصنيفات و نص التسميات,5,27,1,0,130
6a3f375ec090b5028ae1b88f,5915578011,60,royal poinciana,2,5,التوبه,1,6,1,0,89
6a3f478cc090b5028ae1b895,5915578011,60,flaming katy,3,5,4/6,1,3,1,0,43
6a3fac71c090b5028ae1b8eb,1960683120,90,citrus macaron,10,5,3 lessons,2,9,0,0,27
6a3fbaa2c090b5028ae1b8f0,2109610339,120,داليا,11,5,"واجب محاضرة ٣
مذاكرة المحاضرة ٣",6,31,1,0,138
6a402bd5c090b5028ae1b958,1453605769,60,زهرة الأوركيد,20,5,Writing 200-500 words,3,21,1,0,145
6a402f30c090b5028ae1b95a,7530214389,90,كوزموس,20,5,"1-فيديو تاسيس
2-مفكر
3-الاقسام",4,30,0,0,185
6a4077d4c090b5028ae1b982,1382116841,60,wishing flower,1,6,"Bath
Eat",2,8,1,0,110
6a40885bc090b5028ae1b985,1382116841,60,dancing lady orchid,2,6,Cook food,2,9,1,0,37
6a411353c090b5028ae1b9cd,6130292848,60,strawberry macaron,12,6,Study Maths 👀,3,13,1,2,97
6a412369c090b5028ae1b9e2,6130292848,60,coffee macaron,13,6,Find good teacher,3,17,0,0,30
6a412dbfc090b5028ae1b9ec,1453605769,90,شجرة الفضاء,14,6,"Writing 200-500 words
Ending the scene of the aunt's visit",10,58,0,0,162
6a413447c090b5028ae1b9ef,6130292848,60,citrus macaron,14,6,Polity lecture,2,14,1,0,27
6a4138ebc090b5028ae1b9fb,7917022852,120,مونستيرا,15,6,Study,1,5,0,2,193
6a4143f4c090b5028ae1ba04,6130292848,60,blueberry macaron,15,6,Start csat2,2,11,0,0,13
6a416295c090b5028ae1ba2a,8218158857,180,رويال بوانسيانا,18,6,مواح,1,4,0,0,141
6a4180c8c090b5028ae1ba4b,7983830401,90,cuckoo clock,20,6,"باقي المراجعه عسريع 
ومحاضرة كالك",5,33,1,0,34
6a41f6aac090b5028ae1ba72,5938887867,90,mushroom,4,0,60 min,2,6,0,0,74
6a41f992c090b5028ae1ba73,1382116841,90,golden trumpet tree,4,0,type DTR updates,3,16,1,0,48
6a41fbccc090b5028ae1ba76,7483639328,120,plum blossom,4,0,"12قسم لفظي
بنكية كمي",4,20,0,0,81
6a42112cc090b5028ae1ba7a,1382116841,60,cyclamen,6,0,accomplishment report,2,21,1,0,35
6a422339c090b5028ae1ba88,1382116841,60,moth orchid,7,0,"Eat lunch, Accomplishment report",4,32,1,0,72
6a42334cc090b5028ae1ba92,1382116841,60,ice crystal bloom,8,0,CTO,1,3,1,0,51
6a424afbc090b5028ae1baa3,1382116841,60,flame bloom,10,0,Cook,1,4,1,0,42
6a4268a7c090b5028ae1bab8,6130292848,60,lemon cupcake,12,0,Study Polity class 2,4,20,1,2,62
6a429bc1c090b5028ae1badf,7983830401,90,celestial tree,16,0,محاضرة ++c,2,10,0,0,22
6a42b574c090b5028ae1baf3,7983830401,90,candy tree,18,0,تكمله المحاضرة يا عزيزي,4,23,1,0,19
6a42d17dc090b5028ae1bb06,1614584982,90,كب كيك التوت الأزرق,20,0,دعواتكم لي اقفل على القدرات ذي الاجازة,7,38,0,0,182
6a4301a7c090b5028ae1bb1f,1746569462,30,blueberry cupcake,23,0,Tissue lecture 1 notes,4,22,1,0,12
6a438720c090b5028ae1bb72,7483639328,60,wishing tree,9,1,"عشر اقسام لفظي ومراجعه العشره السابقه 
بنك كمي 5",9,48,0,0,111
6a438720c090b5028ae1bb72,7543881826,60,wishing tree,9,1,10 أقسام لفظي,3,13,0,0,111
6a439070c090b5028ae1bb76,1453605769,120,رويال بوانسيانا,9,1,"Writing 200-500 words
Some household chores",6,43,1,0,141
6a43b554c090b5028ae1bb93,1453605769,120,زنبق العنكبوت الأحمر,12,1,Lunch Washing Dishes Clearing Floors Listening to Podcasts,8,58,1,0,142
6a43d8cfc090b5028ae1bbab,1453605769,120,رويال بوانسيانا,14,1,Writing 200-500 words,3,21,1,0,141
6a43ed86c090b5028ae1bbb6,7983830401,90,ghost mushroom,16,1,محاضرة ++cعزيزي,2,15,0,0,46
6a43fa97c090b5028ae1bbc3,1453605769,120,زنبق العنكبوت الأحمر,17,1,"Read 30-50 pages
Planning",4,25,0,1,142
6a44581d0989455e3ca4a92b,1746569462,45,golden trumpet tree,23,1,Chem lec 1 revise + notes,6,25,1,0,48
6a44649f0989455e3ca4a930,1746569462,45,golden trumpet tree,0,2,"To complete notessss 
Make to do listttt
Anddd complete first 30 mins of next lecture",15,85,1,0,48
6a4476480989455e3ca4a935,5915578011,60,jacaranda,2,2,"يونس
ترتيب",2,10,0,0,54
6a44c648c2adaee7f1064759,1382116841,60,unknown,7,2,patient consult,2,15,1,0,104
6a44e8f135295e7df748e477,1463187459,1,twilight guardian,10,2,Test bot,2,8,1,0,102
6a44fec85216cf341306d4ee,1382116841,60,unknown,11,2,"Half bath, toothbrush, dressup",4,30,1,0,104
6a450e625216cf341306d4fc,1382116841,60,confederate rose,12,2,"Edit IPCR excel
Print set up",6,28,1,0,31
6a450e9a5216cf341306d4fe,1156443508,90,juliet,12,2,Biochemistry,1,12,0,0,56
6a4546d81bc653ac67c836a2,1453605769,120,سنابدراجون,16,2,"Read 30-50 pages from new book 
Reading Surah Al-Baqarah",9,56,0,1,157
6a462395c901df7b9d52dc5c,1178590131,60,golden trumpet tree,8,3,المثلث-المثلث-الهندسه,1,21,0,0,48
6a466b8b042e00766f6a2155,1453605769,90,زهرة الأوركيد,13,3,Read 30-50 pages,3,16,0,1,145
6a467812042e00766f6a2163,1364279515,90,confederate rose,14,3,"Reading 
Vocabulary 
Speaks",3,27,1,0,31
6a4686222a22ab74cd0a6e7c,1324440902,90,شجرة القمر الضبابي,15,3,"Quiz 3🎀
Quiz 4🎀",4,15,0,0,164
6a46ab232a22ab74cd0a6ea6,7441793409,90,شجرة الأمنيات,18,3,"Lec1
Lec2
Lec3",3,14,1,0,159
6a47217f2a22ab74cd0a6eed,7441793409,180,شجرة القمر,2,4,"أذكار الصباح
سورة الكهف
سماع الصوتيات",6,37,0,0,163
6a4814042a22ab74cd0a6fa5,6638875810,90,كيك ليمون,19,4,مش عارفه,2,8,0,0,186
6a4864ee2a22ab74cd0a6fc0,889818693,90,red spider lily,1,5,مراجعه ٩.١٠.١١,2,14,1,0,87
6a4876f02a22ab74cd0a6fc6,7480460836,60,lavender,2,5,كتاب 30صفحه,2,11,0,0,60
6a4886632a22ab74cd0a6fd6,1178590131,60,jacaranda,4,5,التحويلات الهندسية,2,18,1,0,54
6a4895822a22ab74cd0a6fe0,1178590131,60,balloon flower,5,5,الدائرة,1,7,1,0,8
6a48a54f2a22ab74cd0a6fe8,1178590131,60,ghost mushroom,6,5,الدائرة,1,7,1,0,46
6a48cd142a22ab74cd0a7003,8952605123,60,زهرة البرقوق,9,5,التراكمي ١ ٢,3,12,0,0,146
6a48edf62a22ab74cd0a701b,1960683120,90,epiphyllum,11,5,"ادرس حق الاستاذ 
اخذ بنك كمي",6,28,0,0,41
6a48f41c2a22ab74cd0a7020,1359773947,90,jacaranda,11,5,CTG and labor Qs,4,16,0,0,54
6a48f7132a22ab74cd0a7023,7441793409,120,شجرة الكرز,12,5,"قراءة بفهم كل المنهج
تفريغ المفهوم",6,34,0,0,167
6a49087b2a22ab74cd0a7032,1960683120,180,wisteria,13,5,اقسام لفظي اكمل بنك ١٩ واخش على ٢٠,8,34,0,0,112
6a490bc92a22ab74cd0a7038,1359773947,120,bald cypress,13,5,CTG+Labor Qs,2,12,0,0,7
6a490bc92a22ab74cd0a7038,874063265,120,bald cypress,13,5,Lecture 9+10,2,12,0,0,7
6a4924e12a22ab74cd0a7050,7163056912,60,كوزموس,15,5,yes,1,3,1,0,185
6a4937bb2a22ab74cd0a705e,460597168,60,carnation,16,5,Study,1,5,0,2,20
6a4961b22a22ab74cd0a7082,7983830401,90,blueberry cupcake,19,5,محاضرة كالك,2,11,0,0,12
6a4976922a22ab74cd0a7090,6799509379,60,ice crystal bloom,21,5,تكملة دروس سلسلة الانقلش,4,24,0,0,51
6a498c222a22ab74cd0a70a4,7441793409,180,شجرة بلوط بنفسجى,22,5,"مراجعة الثقافة الدينية
مراجعة تاريخ ونظرية عمارة ٣",8,50,1,0,170
6a49fa662a22ab74cd0a70c9,7480460836,60,moon tree,6,6,الدرس الرابع والخامس,3,20,0,0,71
6a4a19352a22ab74cd0a70e2,7480460836,60,weeping willow,8,6,الرابع والخامس,2,14,0,0,106
6a4a3e022a22ab74cd0a70fc,7480460836,60,blueberry cupcake,11,6,السادس والسابع يمكن,3,19,1,0,12
6a4a4da12a22ab74cd0a7106,8905262334,60,matcha cupcake,12,6,١- مذاكرة البنوك,3,16,0,0,68
6a4a52382a22ab74cd0a710a,7480460836,60,water spirit,12,6,السابع,1,6,0,0,105
6a4a56302a22ab74cd0a7110,1765593989,120,confederate rose,13,6,ماقدرتش نخش لsession,3,20,0,0,31
6a4a62dc2a22ab74cd0a711d,7480460836,60,twilight guardian,13,6,الثامن مفروض + ٦٠ من الكتاب الكريه,7,34,0,0,102
6a4a6fc52a22ab74cd0a712a,6481753620,120,زهرة الثلج,14,6,Yes,1,3,0,0,147
6a4a72a72a22ab74cd0a7130,5549229838,60,forest spirit,15,6,انقر,1,4,0,0,44
6a4a72e32a22ab74cd0a7131,7480460836,120,forest spirit,15,6,التاسع العاشر,2,13,0,0,44
6a4a8e552a22ab74cd0a7146,7441793409,90,روح الماء,17,6,"صلاة المغرب
Lec7",3,16,1,0,140
6a4aa5952a22ab74cd0a715e,7441793409,60,شجرة الأمنيات,18,6,2 Pages,2,7,0,1,159
6a4acc262a22ab74cd0a717d,7441793409,60,شجرة بلوط زرقاء,21,6,Sleep,1,5,0,0,171
6a4b29732a22ab74cd0a71b8,1453605769,120,سنابدراجون,4,0,Finish writing the chapter 8,5,28,0,0,157
6a4b30e02a22ab74cd0a71bd,8232295566,90,jacaranda,4,0,أحكام التلاوة,2,13,1,0,54
6a4b42f92a22ab74cd0a71c2,1746569462,90,snowflake bush,5,0,"Hmmmmmm, i guessss I'll be making to do list for the dayyyy.
Completing 2nd lecture of tissue ch + notes
And and anddd revising lec 1 of chem",28,141,1,3,92
6a4b526e2a22ab74cd0a71cc,8232295566,90,flaming katy,6,0,حديث التعاون بين المسلمين وأصحاب الكهف,6,38,0,0,43
6a4b57442a22ab74cd0a71cf,7480460836,60,golden wings,7,0,العاشر والحادي عشر,3,18,0,0,49
6a4b97df2a22ab74cd0a71fb,7480460836,60,tulip,11,0,ً120 pages,2,10,0,1,101
6a4c6b542a22ab74cd0a7289,1324440902,90,dancing lady orchid,2,1,"نموذج text لتحدي ai 
دوره واحده من البيانات - سطر 
الدوره الثانيه من البيانات - IBM 
اكمال نموذجين لثلاثه من ستيب",21,113,1,0,37
6a4cbe592a22ab74cd0a72ad,1156443508,120,space tree,8,1,Anatomy and Radiology,3,21,0,0,93
6a4cd2312a22ab74cd0a72b8,1453605769,120,سنابدراجون,10,1,The scene of the bride and the scene of the maid's entry,12,56,1,0,157
6a4d19ff2a22ab74cd0a72f2,2135712327,60,aqua pearl,15,1,اذاكر,1,5,0,0,4
6a4d1a4e2a22ab74cd0a72f3,5950633764,60,جنيَة جاكاراندا,15,1,كم,1,2,0,0,132
6a4d1bd42a22ab74cd0a72f7,1453605769,60,unknown,15,1,"Review of Chapter 8 Scenes
Read 20 pages",8,40,0,1,104
6a4d59cc2a22ab74cd0a7340,1247633406,120,cedar,19,1,اعيد اول مقطع تأسيس وثاني مقطع,6,30,0,0,21
6a4ddb602a22ab74cd0a7377,7480460836,120,blueberry cupcake,5,2,قراءه 30,2,8,0,0,12
6a4e18672a22ab74cd0a739b,7480460836,120,forest spirit,9,2,كتتااااااب,1,10,0,0,44
6a4e39ba2a22ab74cd0a73af,783806419,60,golden prosperity bowl,11,2,Note taking,2,11,1,0,47
6a4e3f202a22ab74cd0a73b6,7441793409,120,الذكرى السنوية التاسعة لشجرة الكيك,12,2,Sleep,1,5,0,0,119
6a4e82562a22ab74cd0a73f5,7760731296,180,water spirit,17,2,قسمين لفظي,2,10,0,0,105
6a4e82562a22ab74cd0a73f5,1673437352,180,water spirit,17,2,ها,1,2,0,0,105
6a4f1fee2a22ab74cd0a7449,8212929034,60,twilight guardian,4,3,مراجعه ٣ شباتر,3,14,1,0,102
6a4f3a072a22ab74cd0a745c,621518321,40,water spirit,6,3,Kammi,1,5,0,0,105
6a4f457c2a22ab74cd0a7467,8212929034,60,forest spirit,6,3,مراجعه الموضوع الثاني مع حل اسئله,6,33,1,0,44
6a4f49dc2a22ab74cd0a746b,7480460836,120,candy tree,7,3,"Mmmmm
تكمله الكتاب 
ماث ٣ واجبات",6,32,0,0,19
6a4f66d02a22ab74cd0a747a,6209766376,60,moon tree,9,3,https://forestapp.cc/join-room?token=342S2UZSG,1,46,0,0,71
6a4ffe2d2a22ab74cd0a74f8,5915578011,90,maple,20,3,"10 pages 
Clean up 
15 pages",6,28,1,1,67
6a504c602a22ab74cd0a751d,5348572574,60,dahlia,1,4,j,1,1,0,0,36
